voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy
-0.010641559682910034,-0.007193062237876485,-0.01259889871180441,0.007546081575705912,0.0,-0.0030508667505251604,-0.017318330207738472,0.005353187812741751,-0.015593336597627535,-0.029072696347944627,-0.01248399959511076,-0.0005996316292936621
-0.009756064325427272,0.021640488526681236,-0.006894612909696898,-0.007929473666328438,-0.0010188337118522562,-0.025763935907972105,0.0021661322334617897,-0.005565135730560426,-0.010763276281569992,-0.018978134022960825,0.0070328202820459556,-0.0019212780400228817
-0.003781620488019242,0.0014699568254942289,0.0027804251487822122,0.003921317840656461,0.0,0.0014498259120452953,-0.00283085779588829,0.0,0.0,0.0038610809021749036,-0.0042090709233079835,0.0
0.013108430946077027,-0.0030814731124522102,0.015688874199525363,-0.017389009575000065,-0.004975435722268703,0.012054789083460355,0.007769934949804643,0.005887720482880066,0.004340156512183533,0.05689261451108409,0.002647838022068304,-0.006008289945823143
-0.0035078469813228682,0.00783723556909505,0.0001514266846113272,0.004289218828962986,0.012552839043328967,-0.002712793979420663,0.0009015783091073497,0.0027060930687912775,0.006717429837890451,0.005120305961532336,-0.0029405936214236695,0.005868847468891498
-0.02543570745900606,-0.0031106299116724924,0.00027866383679884854,0.002265871759336239,0.0023723992200549078,-0.00564773042121836,-0.012757142818600123,0.010683534443993207,-0.008633786912132261,-0.016276754648294953,-0.004225221590196171,0.011852257872826621
-0.003454373768634406,-0.003358602570470657,-0.004353321835671727,0.001496611804281351,-0.016151507408583912,-0.00550351191003233,-0.003508211711639364,-0.005201750380545011,-0.0030370542817431297,-0.013225893306845019,0.002620855775974588,0.015766349685788775
0.0004567690233575154,0.00449996967888229,0.009556102830286904,0.015076195832823812,0.010732553134199754,-0.005801404484905573,0.004973705401930663,0.0009538863861213043,-0.001959192926274811,-0.0015691699416112124,-0.003966675448866049,-0.0004452832832637337
0.006535017055847198,0.015325067531505351,-0.00219358955639111,-0.014709914084526064,0.0082990888555047,0.0015569965348628402,0.00640189565944502,-0.004714013287947367,0.0026840291030522305,-0.00022223657228486195,0.01813226318665914,-0.017435388856851804
-0.023660895703045998,0.0006658726890359165,-0.002736542551787889,-0.006453114331201816,0.0,-0.014529027605575515,0.0015803737582202268,-0.014937922364129485,-0.005894124033736789,0.0015324019271437922,-0.016523448085802927,0.006555876530858053
-0.0046897322193154645,0.00031791766539880525,0.0,-0.004694835424423011,0.0,0.004781772563180586,-0.004801005053469245,-0.00023274777354268908,-0.003919202277726742,-0.01931619933187777,0.0,0.003967392744881003
-0.010117450388620752,-0.009777963706363526,-0.010204995002356648,0.007800003401226829,0.0014020766060557166,-0.001248398153625506,0.0022717717788578004,0.0049139330192729605,0.0022164624696530276,-0.041438182261296135,-0.006598063022970055,-0.011052294304371124
0.004246919975407596,0.016877188021961562,0.00087712967265079,-0.029587077385214253,-0.019773141567788182,-0.0025413741115071385,0.004920120769041487,0.0013244862994783648,-0.005108305700197164,0.022628073045021433,0.017108175140187674,-0.004357236548896959
-0.013944127830300064,0.0,-0.003573405133845076,-0.00479297494247067,-0.01988224694795593,-0.005877341600433434,-0.0015324013836886408,-0.004245473862124037,-0.008913978887709324,-0.037063197345581396,-0.015714754658574092,0.01411409030791007
0.04479337520077281,-0.002870762385426584,-0.005884618761202312,-0.02889899323480798,-0.008728062049676402,0.0017998269409460945,0.015158963343255892,-0.01665989399170977,0.0021479826159753004,0.0,-0.03800988215015232,-0.014747125914731997
-0.000980724277642882,0.002183240856375073,0.007720818503592622,0.0013717772135577368,0.006226021165278147,-0.010352211065825468,-0.005475607385310772,0.013308254739330038,-0.008570506321940702,0.03209957396716317,0.05728789723673095,-0.00682717345098753
-0.00307456354567401,0.000574556785374942,0.0027940340112925697,0.0076899913037988,-0.0008537049874535633,-0.003373558261551258,0.00013411316112139766,-0.012029371717912194,-0.003911397168770268,-0.008931626289863437,-0.011359842330638024,-0.005223112894257468
0.04177377567438917,-0.022632582425135984,0.01937889649440411,-0.025620373704933794,-0.0018044252823523992,-0.0025502331150111675,0.008075968198125878,-0.00975600758873227,-0.00891976965933401,0.0,-0.009289913434105982,-0.02749793935797971
-0.011292871867391299,0.013379964948775991,0.004346845737437673,0.007177951850724858,0.003373212486878246,-0.01143187989317728,0.005599326662194047,-0.002910126875070928,0.006459954265228429,0.07178192298665138,0.019112580644841115,-0.015823340887987678
-0.019068318647935272,0.0013517978010547146,0.014802073144932223,0.008388849927697612,0.0016767992543622705,0.004577495986790587,0.011313787128608385,0.0005564466968460552,0.005082341843920021,0.012553283452059747,0.004896418701009352,-0.006991312746033975
0.06682105795115233,-0.024177100639560144,-0.007675817812700839,-0.03292830247719067,-0.006717600980060241,-0.015305105669900697,-0.0025708439892302144,0.019013436626425472,-0.01286971727285932,-0.0008576855594773511,-0.004705461350740879,0.0
0.0,0.004907106553787377,-0.006196149662945529,-0.006779657295391279,0.00451421489817251,0.0,0.0,0.005924797723395336,0.0,-0.004003686244165472,-0.005771856161246567,0.004404373795687188
0.02151684726927597,0.0010876799075932402,-0.004353902578468751,-0.005215656267277016,0.0,0.0,0.0025077443579580917,0.0,-0.0092090146119516,0.0,0.0008373907369845973,0.0
0.02853581380729496,-0.024757789663501683,-0.008698150334918614,-0.03896079198697313,0.0,0.008693079475444001,0.02312622655274016,0.0,-0.003534302290885256,0.0,-0.020846676983824752,-0.0013701562730320423
0.0,0.002019415135522933,0.0,0.0008903624946338266,0.0,0.0008364371243013549,0.0,0.0006482219122446122,0.001283029025804852,0.0,0.0010656232774532315,0.0
-0.021876721559986777,0.018281359862588453,0.01535970428540665,0.0009495328253211177,0.013451837599249337,0.0015640933233037207,0.013481911142320094,-0.011210394505850353,0.005211773382249124,0.0443358606497655,-0.004710623168834048,0.01298504158759555
0.01921487982923585,-0.0037810553607529503,-0.01949534219540282,-0.012756667368740808,0.0034412575827888156,-0.006712652884802484,-0.011040722013123434,0.0,-0.0011883092524717746,-0.03322049005907289,0.009023989899637435,0.0074513143879131535
-0.007274512927656428,0.004534720468105676,0.019374948961422063,0.01731164181129952,-0.0038218883285554388,0.003195866366834134,0.0064849928335661555,-0.000866231085977827,-0.003959515418857639,0.018244323223190643,-0.008751873454548125,-0.008440414786638682
